IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.254.43.17,2053,0,true,SJC,North America,San Jose,185,6.76
47.254.159.58,2096,0,true,FRA,Europe,Frankfurt,187,6.76
47.254.129.2,443,0,true,FRA,Europe,Frankfurt,192,6.76
47.251.40.234,8443,0,true,SJC,North America,San Jose,181,6.76
47.254.28.229,2095,0,false,SJC,North America,San Jose,439,6.76
8.209.96.2,8080,0,false,FRA,Europe,Frankfurt,177,6.76
47.254.135.187,80,0,false,FRA,Europe,Frankfurt,200,6.76
47.88.10.227,2086,0,false,SJC,North America,San Jose,353,6.76
47.254.141.242,2086,2086,false,FRA,Europe,Frankfurt,193,6.76
47.254.182.125,8443,0,true,FRA,Europe,Frankfurt,178,6.76
8.211.1.242,2087,0,true,FRA,Europe,Frankfurt,187,6.76
47.88.46.136,2087,0,true,SJC,North America,San Jose,331,6.76
8.211.2.157,443,0,true,FRA,Europe,Frankfurt,263,6.76
47.254.23.53,2083,0,true,SJC,North America,San Jose,178,6.76
8.209.107.99,8880,0,false,AMS,Europe,Amsterdam,174,6.76
47.254.132.77,2082,2082,false,FRA,Europe,Frankfurt,182,6.76
8.211.3.43,80,0,false,FRA,Europe,Frankfurt,188,6.76
8.211.4.122,443,80,true,FRA,Europe,Frankfurt,181,6.76
47.88.16.66,8443,0,true,SJC,North America,San Jose,183,6.76
47.254.142.28,2083,0,true,FRA,Europe,Frankfurt,176,6.76
47.254.147.237,2083,0,true,FRA,Europe,Frankfurt,169,6.76
47.254.135.205,2053,0,true,AMS,Europe,Amsterdam,206,6.76
47.88.88.239,2083,2083,true,SJC,North America,San Jose,425,6.76
8.211.6.14,8443,0,true,FRA,Europe,Frankfurt,177,6.76
47.251.5.102,2082,0,false,SJC,North America,San Jose,183,6.76
47.254.19.29,2083,0,true,SJC,North America,San Jose,181,6.76
47.254.19.229,2082,0,false,SJC,North America,San Jose,189,6.76
8.211.6.14,80,80,false,AMS,Europe,Amsterdam,192,6.76
47.254.129.82,2052,0,false,FRA,Europe,Frankfurt,172,6.76
8.209.101.141,8443,0,true,FRA,Europe,Frankfurt,192,6.76
47.254.17.195,8880,0,false,SJC,North America,San Jose,365,6.76
8.209.104.201,443,0,true,FRA,Europe,Frankfurt,170,6.76
47.88.85.162,2096,2096,true,SJC,North America,San Jose,181,6.76
8.209.111.64,80,0,false,FRA,Europe,Frankfurt,168,6.76
47.245.107.174,80,80,false,SIN,Asia Pacific,Singapore,4,6.76
8.211.4.63,2053,0,true,FRA,Europe,Frankfurt,159,6.76
47.254.21.228,2083,0,true,SJC,North America,San Jose,396,6.76
47.88.18.27,2052,0,false,SJC,North America,San Jose,472,6.75
47.88.87.57,2096,0,true,SJC,North America,San Jose,387,6.75
47.254.141.112,2052,0,false,AMS,Europe,Amsterdam,200,6.75
47.254.28.167,2086,2086,false,SJC,North America,San Jose,463,6.75
47.251.59.23,8880,0,false,SJC,North America,San Jose,182,6.75
47.254.158.180,2086,0,false,AMS,Europe,Amsterdam,189,6.75
47.251.5.102,2096,0,true,SJC,North America,San Jose,180,6.75
47.254.92.219,2086,2086,false,SJC,North America,San Jose,285,6.75
47.251.59.173,2053,2053,true,SJC,North America,San Jose,180,6.75
47.254.129.24,2086,0,false,FRA,Europe,Frankfurt,190,6.75
47.254.141.102,2095,2095,false,FRA,Europe,Frankfurt,164,6.75
47.254.151.52,2053,0,true,FRA,Europe,Frankfurt,179,6.75
8.219.213.112,2086,2086,false,SIN,Asia Pacific,Singapore,7,6.75
47.88.29.3,8443,8443,true,SJC,North America,San Jose,184,6.75
47.88.88.225,443,80,true,SJC,North America,San Jose,467,6.75
47.254.133.189,2083,0,true,AMS,Europe,Amsterdam,195,6.75
47.254.31.122,80,80,false,SJC,North America,San Jose,176,6.75
8.209.110.124,2086,0,false,FRA,Europe,Frankfurt,184,6.75
47.254.141.242,80,0,false,FRA,Europe,Frankfurt,168,6.75
47.254.32.255,2053,0,true,SJC,North America,San Jose,182,6.75
8.209.119.223,2083,0,true,FRA,Europe,Frankfurt,200,6.75
47.251.62.81,2087,2087,true,SJC,North America,San Jose,456,6.75
47.88.18.27,80,0,false,SJC,North America,San Jose,368,6.75
47.88.22.49,8080,0,false,SJC,North America,San Jose,324,6.75
47.254.182.125,8880,0,false,FRA,Europe,Frankfurt,200,6.75
8.209.68.24,2087,0,true,FRA,Europe,Frankfurt,190,6.75
47.254.140.143,2083,0,true,FRA,Europe,Frankfurt,154,6.75
47.251.63.225,2052,0,false,SJC,North America,San Jose,301,6.75
47.245.182.164,80,80,false,FRA,Europe,Frankfurt,171,6.75
8.211.0.169,443,0,true,FRA,Europe,Frankfurt,207,6.75
8.209.100.154,80,0,false,FRA,Europe,Frankfurt,177,6.75
47.88.30.245,8080,0,false,SJC,North America,San Jose,404,6.75
47.88.103.146,2083,0,true,SJC,North America,San Jose,362,6.75
47.254.142.191,2082,2082,false,FRA,Europe,Frankfurt,167,6.75
8.209.85.182,2082,2082,false,AMS,Europe,Amsterdam,179,6.75
47.254.17.255,80,80,false,SJC,North America,San Jose,427,6.75
8.209.100.26,2083,0,true,AMS,Europe,Amsterdam,213,6.75
8.209.114.189,2052,0,false,FRA,Europe,Frankfurt,176,6.75
47.88.29.198,2082,0,false,SJC,North America,San Jose,421,6.75
47.251.5.139,2095,0,false,SJC,North America,San Jose,182,6.75
47.251.9.129,2053,0,true,SJC,North America,San Jose,451,6.75
47.251.0.251,443,0,true,SJC,North America,San Jose,198,6.75
47.236.8.245,80,80,false,SIN,Asia Pacific,Singapore,20,6.75
8.211.3.245,2083,0,true,FRA,Europe,Frankfurt,178,6.75
8.209.114.214,2052,0,false,FRA,Europe,Frankfurt,182,6.75
47.251.47.242,2087,0,true,SJC,North America,San Jose,184,6.75
47.254.130.164,2096,0,true,AMS,Europe,Amsterdam,202,6.75
47.254.135.182,2087,0,true,FRA,Europe,Frankfurt,202,6.75
47.254.159.217,2053,0,true,FRA,Europe,Frankfurt,155,6.75
47.88.11.139,2096,2096,true,SJC,North America,San Jose,444,6.75
47.254.140.143,2087,0,true,FRA,Europe,Frankfurt,177,6.75
47.254.23.205,2096,0,true,SJC,North America,San Jose,189,6.75
47.254.167.12,2083,2083,true,FRA,Europe,Frankfurt,181,6.74
47.88.103.146,2087,0,true,SJC,North America,San Jose,379,6.74
47.251.10.147,8880,0,false,SJC,North America,San Jose,188,6.74
47.251.53.252,8443,8443,true,SJC,North America,San Jose,426,6.74
47.251.44.159,2052,0,false,SJC,North America,San Jose,240,6.74
8.211.2.219,2096,0,true,FRA,Europe,Frankfurt,166,6.74
8.209.80.6,443,0,true,FRA,Europe,Frankfurt,175,6.74
47.88.95.113,8880,8880,false,SJC,North America,San Jose,416,6.74
47.254.43.9,8443,0,true,SJC,North America,San Jose,409,6.74
47.88.91.186,2083,0,true,SJC,North America,San Jose,493,6.74
47.251.48.199,2082,0,false,SJC,North America,San Jose,240,6.74
47.254.155.107,8080,0,false,FRA,Europe,Frankfurt,186,6.74
47.88.22.100,8443,8443,true,SJC,North America,San Jose,182,6.74
47.254.0.120,80,0,false,SJC,North America,San Jose,337,6.74
47.254.130.125,2083,0,true,FRA,Europe,Frankfurt,173,6.74
47.254.135.187,2082,0,false,FRA,Europe,Frankfurt,166,6.74
47.88.53.81,8443,0,true,SJC,North America,San Jose,455,6.74
47.254.151.90,8443,0,true,FRA,Europe,Frankfurt,165,6.74
8.209.110.199,2082,0,false,FRA,Europe,Frankfurt,181,6.74
47.88.65.50,2082,0,false,SJC,North America,San Jose,468,6.74
47.254.153.183,2086,0,false,FRA,Europe,Frankfurt,169,6.74
47.88.102.52,443,0,true,SJC,North America,San Jose,456,6.74
47.88.29.53,2083,0,true,SJC,North America,San Jose,189,6.74
8.209.102.133,8880,8880,false,FRA,Europe,Frankfurt,155,6.74
47.88.16.66,2053,0,true,SJC,North America,San Jose,221,6.74
47.254.140.169,80,0,false,FRA,Europe,Frankfurt,181,6.74
47.254.134.170,2096,0,true,AMS,Europe,Amsterdam,176,6.74
47.251.10.59,2096,0,true,SJC,North America,San Jose,293,6.74
8.209.91.147,8880,0,false,FRA,Europe,Frankfurt,195,6.74
47.245.179.25,2052,2052,false,FRA,Europe,Frankfurt,155,6.74
47.88.26.229,2087,0,true,SJC,North America,San Jose,192,6.74
47.251.58.229,2095,2095,false,SJC,North America,San Jose,210,6.74
47.251.34.121,2087,0,true,SJC,North America,San Jose,352,6.74
8.209.119.20,2083,0,true,AMS,Europe,Amsterdam,164,6.74
47.254.131.131,2083,0,true,FRA,Europe,Frankfurt,182,6.74
47.88.52.61,2095,2095,false,SJC,North America,San Jose,507,6.74
47.88.31.65,80,80,false,SJC,North America,San Jose,175,6.74
47.254.129.126,2082,2082,false,FRA,Europe,Frankfurt,177,6.74
47.251.9.129,2052,2052,false,SJC,North America,San Jose,366,6.74
47.254.170.152,8880,0,false,AMS,Europe,Amsterdam,175,6.74
47.254.141.11,8080,0,false,AMS,Europe,Amsterdam,184,6.74
8.209.100.26,2095,0,false,FRA,Europe,Frankfurt,178,6.74
47.74.32.38,2053,0,true,NRT,Asia Pacific,Tokyo,318,6.74
47.88.33.132,2096,0,true,SJC,North America,San Jose,200,6.74
47.251.33.188,80,0,false,SJC,North America,San Jose,182,6.74
47.89.217.1,80,80,false,SJC,North America,San Jose,340,6.74
47.254.22.103,8443,0,true,SJC,North America,San Jose,384,6.74
47.254.135.73,8080,0,false,AMS,Europe,Amsterdam,175,6.74
47.254.0.56,80,0,false,SJC,North America,San Jose,467,6.74
47.254.28.229,2082,0,false,SJC,North America,San Jose,329,6.74
47.88.63.91,2087,0,true,SJC,North America,San Jose,186,6.74
47.254.36.184,2053,2053,true,SJC,North America,San Jose,185,6.74
47.254.43.9,2087,0,true,SJC,North America,San Jose,193,6.74
47.251.57.68,2082,2082,false,SJC,North America,San Jose,182,6.74
47.254.147.40,443,0,true,FRA,Europe,Frankfurt,175,6.74
8.211.10.155,443,80,true,FRA,Europe,Frankfurt,199,6.74
47.254.148.6,2086,2086,false,FRA,Europe,Frankfurt,165,6.74
8.209.112.93,2086,0,false,FRA,Europe,Frankfurt,194,6.73
47.245.9.209,2083,0,true,NRT,Asia Pacific,Tokyo,296,6.73
8.209.114.214,2052,2052,false,FRA,Europe,Frankfurt,182,6.73
47.254.85.194,8880,0,false,SJC,North America,San Jose,412,6.73
8.209.112.93,2096,0,true,FRA,Europe,Frankfurt,176,6.73
47.254.130.103,8443,0,true,FRA,Europe,Frankfurt,179,6.73
47.254.132.149,8443,0,true,FRA,Europe,Frankfurt,205,6.73
47.254.0.141,8880,0,false,SJC,North America,San Jose,183,6.73
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,4,6.73
8.208.85.121,443,0,true,LHR,Europe,London,192,6.73
8.209.88.166,2096,0,true,FRA,Europe,Frankfurt,191,6.73
8.209.100.83,2087,0,true,FRA,Europe,Frankfurt,168,6.73
47.88.56.144,80,80,false,SJC,North America,San Jose,180,6.73
47.251.63.240,443,80,true,SJC,North America,San Jose,180,6.73
47.254.155.15,8080,0,false,FRA,Europe,Frankfurt,177,6.73
47.251.46.156,2095,2095,false,SJC,North America,San Jose,187,6.73
8.211.5.115,2083,0,true,FRA,Europe,Frankfurt,179,6.73
47.251.9.63,2096,2096,true,SJC,North America,San Jose,302,6.73
47.254.143.21,2087,0,true,FRA,Europe,Frankfurt,165,6.73
47.254.32.255,8880,0,false,SJC,North America,San Jose,425,6.73
8.209.110.156,2083,0,true,AMS,Europe,Amsterdam,206,6.73
47.254.40.64,8443,0,true,SJC,North America,San Jose,418,6.73
47.254.50.170,2082,2082,false,SJC,North America,San Jose,179,6.73
47.254.133.13,2053,0,true,FRA,Europe,Frankfurt,172,6.73
8.209.112.93,2086,2086,false,FRA,Europe,Frankfurt,187,6.73
8.209.76.20,2086,0,false,FRA,Europe,Frankfurt,167,6.73
47.88.20.212,2087,2087,true,SJC,North America,San Jose,186,6.73
47.89.195.193,80,80,false,SJC,North America,San Jose,176,6.73
47.88.12.111,2096,0,true,SJC,North America,San Jose,422,6.73
47.88.59.166,2053,2053,true,SJC,North America,San Jose,183,6.73
47.254.153.183,8080,0,false,FRA,Europe,Frankfurt,178,6.73
8.209.99.26,2082,0,false,FRA,Europe,Frankfurt,177,6.73
47.254.156.205,2052,0,false,FRA,Europe,Frankfurt,165,6.73
47.254.32.255,8080,0,false,SJC,North America,San Jose,186,6.73
47.254.36.116,2086,2086,false,SJC,North America,San Jose,321,6.73
47.254.159.6,80,0,false,FRA,Europe,Frankfurt,173,6.73
47.251.4.62,2096,0,true,SJC,North America,San Jose,474,6.73
47.254.28.167,2083,2083,true,SJC,North America,San Jose,478,6.73
47.254.22.103,443,80,true,SJC,North America,San Jose,475,6.73
47.254.154.238,2082,0,false,FRA,Europe,Frankfurt,195,6.73
47.251.46.156,80,80,false,SJC,North America,San Jose,465,6.73
8.209.99.2,2086,2086,false,AMS,Europe,Amsterdam,192,6.73
47.254.82.213,80,80,false,SJC,North America,San Jose,178,6.73
47.254.144.161,2096,0,true,FRA,Europe,Frankfurt,194,6.73
47.251.38.195,8443,0,true,SJC,North America,San Jose,201,6.73
47.254.148.240,8880,0,false,FRA,Europe,Frankfurt,170,6.73
8.209.72.225,2096,0,true,FRA,Europe,Frankfurt,196,6.73
47.254.157.103,2087,0,true,FRA,Europe,Frankfurt,179,6.73
47.88.11.139,2083,0,true,SJC,North America,San Jose,195,6.73
47.245.112.236,2052,2052,false,SIN,Asia Pacific,Singapore,3,6.73
47.254.141.18,8080,0,false,FRA,Europe,Frankfurt,155,6.73
47.251.0.87,2086,2086,false,SJC,North America,San Jose,342,6.73
47.254.132.77,8080,0,false,AMS,Europe,Amsterdam,172,6.73
47.88.61.255,2053,0,true,SJC,North America,San Jose,188,6.73
47.245.1.35,2052,2052,false,NRT,Asia Pacific,Tokyo,374,6.73
47.254.155.6,8443,0,true,AMS,Europe,Amsterdam,176,6.73
47.88.63.81,2087,0,true,SJC,North America,San Jose,176,6.73
47.251.9.35,8443,8443,true,SJC,North America,San Jose,187,6.73
47.254.140.219,2053,0,true,FRA,Europe,Frankfurt,191,6.73
47.254.154.76,2053,0,true,FRA,Europe,Frankfurt,205,6.73
8.209.108.248,2086,0,false,FRA,Europe,Frankfurt,180,6.73
47.251.9.129,80,80,false,SJC,North America,San Jose,361,6.73
8.209.97.229,443,0,true,AMS,Europe,Amsterdam,179,6.73
47.254.26.175,2053,0,true,SJC,North America,San Jose,460,6.73
47.254.47.33,2082,0,false,SJC,North America,San Jose,466,6.73
47.254.159.58,8880,0,false,FRA,Europe,Frankfurt,187,6.73
47.251.59.173,80,0,false,SJC,North America,San Jose,186,6.73
47.254.40.64,2096,0,true,SJC,North America,San Jose,492,6.73
47.89.195.193,2083,0,true,SJC,North America,San Jose,182,6.73
8.209.114.189,2087,0,true,FRA,Europe,Frankfurt,190,6.73
47.254.135.187,8443,0,true,FRA,Europe,Frankfurt,165,6.73
47.254.147.40,8080,0,false,FRA,Europe,Frankfurt,179,6.72
8.209.97.229,2087,2087,true,AMS,Europe,Amsterdam,164,6.72
8.219.248.47,8443,0,true,SIN,Asia Pacific,Singapore,30,6.72
47.251.63.14,80,80,false,SJC,North America,San Jose,243,6.72
8.209.115.35,2083,0,true,FRA,Europe,Frankfurt,210,6.72
47.88.59.166,2096,2096,true,SJC,North America,San Jose,182,6.72
47.251.44.243,2096,2096,true,SJC,North America,San Jose,447,6.72
47.251.1.129,2086,0,false,SJC,North America,San Jose,468,6.72
8.209.100.32,8080,0,false,FRA,Europe,Frankfurt,188,6.72
47.254.152.11,2096,0,true,FRA,Europe,Frankfurt,190,6.72
47.251.62.121,2052,0,false,SJC,North America,San Jose,294,6.72
47.251.0.87,2053,0,true,SJC,North America,San Jose,185,6.72
8.209.100.154,2096,0,true,FRA,Europe,Frankfurt,200,6.72
47.251.44.159,2086,0,false,SJC,North America,San Jose,188,6.72
8.209.107.155,8443,0,true,FRA,Europe,Frankfurt,154,6.72
47.251.33.188,80,0,false,SJC,North America,San Jose,183,6.72
47.245.9.57,2095,2095,false,NRT,Asia Pacific,Tokyo,212,6.72
47.251.49.58,80,0,false,SJC,North America,San Jose,354,6.72
47.88.91.186,2052,2052,false,SJC,North America,San Jose,178,6.72
47.251.7.160,8443,0,true,SJC,North America,San Jose,178,6.72
47.88.10.27,2083,2083,true,SJC,North America,San Jose,489,6.72
8.209.80.91,2096,0,true,FRA,Europe,Frankfurt,188,6.72
47.89.218.41,2053,0,true,SJC,North America,San Jose,555,6.72
47.254.46.221,80,80,false,SJC,North America,San Jose,391,6.72
47.254.143.84,2095,0,false,FRA,Europe,Frankfurt,166,6.72
47.254.148.234,8080,0,false,FRA,Europe,Frankfurt,155,6.72
8.211.1.25,8443,0,true,FRA,Europe,Frankfurt,177,6.72
47.254.133.13,8080,0,false,FRA,Europe,Frankfurt,175,6.72
8.209.119.17,8080,8080,false,FRA,Europe,Frankfurt,185,6.72
47.251.3.55,2052,2052,false,SJC,North America,San Jose,463,6.72
47.88.61.223,2083,2083,true,SJC,North America,San Jose,346,6.72
8.209.77.97,2086,2086,false,FRA,Europe,Frankfurt,169,6.72
47.254.141.51,443,80,true,FRA,Europe,Frankfurt,184,6.72
47.254.146.88,8443,0,true,AMS,Europe,Amsterdam,201,6.72
8.211.6.14,2087,0,true,FRA,Europe,Frankfurt,217,6.72
47.254.150.154,2053,0,true,FRA,Europe,Frankfurt,166,6.72
47.254.158.180,2052,2052,false,FRA,Europe,Frankfurt,177,6.72
47.254.37.228,80,80,false,SJC,North America,San Jose,183,6.72
8.209.107.39,443,80,true,FRA,Europe,Frankfurt,166,6.72
47.254.167.242,8443,8443,true,FRA,Europe,Frankfurt,166,6.72
47.251.63.225,2095,2095,false,SJC,North America,San Jose,176,6.72
8.209.114.82,2087,0,true,FRA,Europe,Frankfurt,172,6.72
47.254.26.48,2052,0,false,SJC,North America,San Jose,177,6.72
8.209.114.30,2095,2095,false,FRA,Europe,Frankfurt,189,6.72
8.209.108.248,2083,0,true,FRA,Europe,Frankfurt,164,6.72
47.254.155.107,443,80,true,FRA,Europe,Frankfurt,161,6.72
47.89.195.199,2087,0,true,SJC,North America,San Jose,211,6.71
47.254.156.178,2087,2087,true,FRA,Europe,Frankfurt,190,6.71
47.254.24.61,2053,2053,true,SJC,North America,San Jose,485,6.71
47.88.61.255,2052,2052,false,SJC,North America,San Jose,466,6.71
8.209.117.108,2086,0,false,AMS,Europe,Amsterdam,200,6.71
8.209.72.196,8080,0,false,FRA,Europe,Frankfurt,190,6.71
47.88.9.61,2083,2083,true,SJC,North America,San Jose,492,6.71
47.254.156.95,2053,0,true,FRA,Europe,Frankfurt,155,6.71
47.254.151.133,2083,0,true,FRA,Europe,Frankfurt,196,6.71
47.251.38.208,2083,0,true,SJC,North America,San Jose,184,6.71
47.254.140.81,2082,2082,false,FRA,Europe,Frankfurt,171,6.71
8.211.2.66,2053,0,true,FRA,Europe,Frankfurt,188,6.71
47.254.45.228,2053,0,true,SJC,North America,San Jose,405,6.71
47.254.151.112,443,80,true,FRA,Europe,Frankfurt,167,6.71
8.209.99.26,8443,0,true,FRA,Europe,Frankfurt,177,6.71
47.88.15.237,2053,0,true,SJC,North America,San Jose,387,6.71
47.251.41.170,443,80,true,SJC,North America,San Jose,178,6.71
47.251.62.177,2096,0,true,SJC,North America,San Jose,206,6.71
47.88.34.120,2052,0,false,SJC,North America,San Jose,179,6.71
47.89.216.143,8880,0,false,SJC,North America,San Jose,179,6.71
47.254.135.201,2095,2095,false,AMS,Europe,Amsterdam,162,6.71
47.88.65.50,2086,0,false,SJC,North America,San Jose,439,6.71
47.88.85.209,2096,0,true,SJC,North America,San Jose,498,6.71
47.254.149.175,80,80,false,FRA,Europe,Frankfurt,191,6.71
47.254.24.61,443,0,true,SJC,North America,San Jose,412,6.71
47.254.26.135,80,80,false,SJC,North America,San Jose,463,6.71
8.209.91.1,2086,2086,false,FRA,Europe,Frankfurt,179,6.71
47.88.78.37,2096,0,true,SJC,North America,San Jose,400,6.71
47.251.9.129,2086,2086,false,SJC,North America,San Jose,476,6.71
47.254.141.26,2095,0,false,AMS,Europe,Amsterdam,200,6.71
47.251.54.96,8443,0,true,SJC,North America,San Jose,293,6.71
8.208.91.189,443,0,true,LHR,Europe,London,210,6.71
47.251.62.177,2052,0,false,SJC,North America,San Jose,424,6.71
47.254.141.27,2053,0,true,FRA,Europe,Frankfurt,167,6.71
8.211.11.170,80,0,false,FRA,Europe,Frankfurt,168,6.71
47.88.11.145,2096,0,true,SJC,North America,San Jose,181,6.71
47.254.140.132,443,80,true,FRA,Europe,Frankfurt,166,6.71
47.254.134.201,8443,0,true,FRA,Europe,Frankfurt,155,6.71
47.254.131.156,2096,0,true,FRA,Europe,Frankfurt,178,6.71
198.11.180.182,443,80,true,SJC,North America,San Jose,187,6.71
47.251.37.120,2083,0,true,SJC,North America,San Jose,186,6.71
47.254.143.118,2082,0,false,FRA,Europe,Frankfurt,172,6.71
8.209.68.133,80,80,false,FRA,Europe,Frankfurt,190,6.71
47.251.41.210,8880,8880,false,SJC,North America,San Jose,456,6.71
47.251.0.157,2052,2052,false,SJC,North America,San Jose,334,6.71
8.209.111.200,2086,2086,false,FRA,Europe,Frankfurt,172,6.71
47.88.49.40,2052,2052,false,SJC,North America,San Jose,177,6.71
47.254.19.229,2095,0,false,SJC,North America,San Jose,175,6.71
47.88.77.61,2082,0,false,SJC,North America,San Jose,184,6.71
47.251.3.55,2086,2086,false,SJC,North America,San Jose,342,6.71
8.209.112.169,2053,0,true,FRA,Europe,Frankfurt,187,6.71
47.254.155.107,2083,0,true,FRA,Europe,Frankfurt,201,6.71
47.254.35.61,2096,0,true,SJC,North America,San Jose,378,6.70
47.254.35.61,443,80,true,SJC,North America,San Jose,483,6.70
8.209.111.39,2083,0,true,FRA,Europe,Frankfurt,168,6.70
8.211.2.157,2087,0,true,AMS,Europe,Amsterdam,213,6.70
47.254.87.165,2052,2052,false,SJC,North America,San Jose,176,6.70
47.254.167.164,2053,0,true,FRA,Europe,Frankfurt,155,6.70
8.209.77.248,2087,0,true,FRA,Europe,Frankfurt,185,6.70
47.88.11.139,8443,8443,true,SJC,North America,San Jose,407,6.70
47.254.132.47,443,0,true,FRA,Europe,Frankfurt,153,6.70
8.211.2.134,8080,0,false,FRA,Europe,Frankfurt,176,6.70
47.254.152.221,8443,0,true,FRA,Europe,Frankfurt,179,6.70
47.254.158.207,8443,0,true,AMS,Europe,Amsterdam,201,6.70
8.208.13.33,443,0,true,LHR,Europe,London,208,6.70
47.251.5.139,2096,0,true,SJC,North America,San Jose,458,6.70
47.251.38.183,8443,0,true,SJC,North America,San Jose,184,6.70
47.88.7.91,2082,0,false,SJC,North America,San Jose,390,6.70
47.245.37.12,8080,8080,false,NRT,Asia Pacific,Tokyo,321,6.70
47.88.18.146,8443,8443,true,SJC,North America,San Jose,195,6.70
47.254.131.92,2052,0,false,FRA,Europe,Frankfurt,191,6.70
47.251.6.152,2096,0,true,SJC,North America,San Jose,325,6.70
47.254.43.129,443,80,true,SJC,North America,San Jose,468,6.70
47.251.43.132,2096,0,true,SJC,North America,San Jose,442,6.70
47.254.0.141,2087,0,true,SJC,North America,San Jose,187,6.70
47.251.33.29,2083,0,true,SJC,North America,San Jose,475,6.70
47.254.41.198,2053,0,true,SJC,North America,San Jose,487,6.70
47.254.143.84,2096,0,true,FRA,Europe,Frankfurt,190,6.70
47.254.144.185,8443,0,true,FRA,Europe,Frankfurt,170,6.70
8.209.105.201,8880,0,false,FRA,Europe,Frankfurt,165,6.70
47.254.26.135,443,80,true,SJC,North America,San Jose,177,6.70
47.251.63.240,8080,0,false,SJC,North America,San Jose,179,6.70
47.251.4.62,8080,0,false,SJC,North America,San Jose,365,6.70
8.211.1.30,443,0,true,FRA,Europe,Frankfurt,162,6.70
47.88.101.175,2095,2095,false,SJC,North America,San Jose,475,6.70
47.254.149.203,8443,0,true,FRA,Europe,Frankfurt,156,6.70
8.209.103.0,8880,0,false,FRA,Europe,Frankfurt,189,6.70
47.254.141.242,2083,0,true,FRA,Europe,Frankfurt,163,6.70
47.251.62.121,2096,0,true,SJC,North America,San Jose,182,6.70
47.254.151.52,2096,0,true,AMS,Europe,Amsterdam,230,6.70
47.88.84.18,2087,0,true,SJC,North America,San Jose,199,6.70
47.88.2.2,80,80,false,SJC,North America,San Jose,321,6.70
8.209.88.232,2096,0,true,FRA,Europe,Frankfurt,173,6.70
47.251.5.232,2096,0,true,SJC,North America,San Jose,209,6.70
47.245.56.50,2087,0,true,NRT,Asia Pacific,Tokyo,179,6.70
47.254.142.90,2087,0,true,FRA,Europe,Frankfurt,159,6.70
47.245.178.157,2083,0,true,FRA,Europe,Frankfurt,167,6.70
8.219.126.240,443,0,true,SIN,Asia Pacific,Singapore,76,6.70
8.209.111.39,80,0,false,FRA,Europe,Frankfurt,154,6.70
47.88.29.3,2082,0,false,SJC,North America,San Jose,180,6.70
8.209.108.248,2082,0,false,FRA,Europe,Frankfurt,164,6.69
47.254.141.87,8880,0,false,AMS,Europe,Amsterdam,178,6.69
8.209.98.219,2053,0,true,FRA,Europe,Frankfurt,181,6.69
47.88.101.26,2095,0,false,SJC,North America,San Jose,177,6.69
47.245.115.6,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.69
47.251.54.132,2087,0,true,SJC,North America,San Jose,341,6.69
47.251.52.122,2087,0,true,SJC,North America,San Jose,340,6.69
47.88.65.51,2087,0,true,SJC,North America,San Jose,459,6.69
47.251.12.84,2053,0,true,SJC,North America,San Jose,249,6.69
47.89.195.193,8443,8443,true,SJC,North America,San Jose,361,6.69
47.88.63.81,2053,0,true,SJC,North America,San Jose,357,6.69
47.88.52.61,2053,0,true,SJC,North America,San Jose,179,6.69
47.88.23.29,2096,0,true,SJC,North America,San Jose,253,6.69
47.254.141.242,2087,0,true,FRA,Europe,Frankfurt,178,6.69
47.251.6.152,2086,0,false,SJC,North America,San Jose,426,6.69
47.254.158.32,2082,0,false,AMS,Europe,Amsterdam,189,6.69
8.209.98.70,2053,0,true,FRA,Europe,Frankfurt,195,6.69
8.211.3.245,8880,0,false,FRA,Europe,Frankfurt,189,6.69
47.88.93.194,2087,0,true,SJC,North America,San Jose,502,6.69
47.254.131.253,2082,0,false,FRA,Europe,Frankfurt,178,6.69
47.245.180.138,8443,0,true,FRA,Europe,Frankfurt,164,6.69
47.88.11.145,2087,0,true,SJC,North America,San Jose,470,6.69
47.254.37.203,2053,2053,true,SJC,North America,San Jose,484,6.69
8.209.116.140,8880,0,false,FRA,Europe,Frankfurt,171,6.69
47.254.129.2,2095,2095,false,FRA,Europe,Frankfurt,165,6.69
47.251.0.157,8443,0,true,SJC,North America,San Jose,432,6.69
8.209.119.2,2053,0,true,FRA,Europe,Frankfurt,197,6.69
47.254.141.18,80,0,false,FRA,Europe,Frankfurt,176,6.69
47.251.5.139,2083,0,true,SJC,North America,San Jose,299,6.69
47.254.156.178,80,80,false,FRA,Europe,Frankfurt,187,6.69
47.88.7.162,2082,0,false,SJC,North America,San Jose,427,6.69
47.88.66.203,8080,8080,false,SJC,North America,San Jose,181,6.69
47.254.146.74,2052,0,false,FRA,Europe,Frankfurt,170,6.69
47.88.87.57,80,80,false,SJC,North America,San Jose,188,6.69
47.88.88.239,8080,8080,false,SJC,North America,San Jose,454,6.69
8.209.109.131,8880,8880,false,FRA,Europe,Frankfurt,154,6.69
47.88.60.181,2095,2095,false,SJC,North America,San Jose,180,6.69
47.88.19.160,2052,0,false,SJC,North America,San Jose,440,6.69
47.254.132.236,2053,0,true,FRA,Europe,Frankfurt,182,6.69
